bid,hid
9042,8402,Vatia
9043,8346,Vatia
9048,8386,Vatia
9049,8367,Vatia
9051,8419,Vatia
9052,8424,Vatia
9055,8360,Vatia
9056,8369,Vatia
9057,8348,Vatia
9058,8371,Vatia
9060,8415,Vatia
9061,8378,Vatia
9062,8411,Vatia
9063,8358,Vatia
9067,8397,Vatia
9069,8339,Vatia
9070,8364,Vatia
9072,8376,Vatia
9074,8426,Vatia
9077,8422,Vatia
9078,8410,Vatia
9079,8347,Vatia
9080,8429,Vatia
9081,8342,Vatia
9082,8380,Vatia
9083,8408,Vatia
9086,8407,Vatia
9088,8384,Vatia
9091,8392,Vatia
9094,8403,Vatia
9098,8412,Vatia
9100,8383,Vatia
9105,8355,Vatia
9106,8337,Vatia
9110,8368,Vatia
9114,8433,Vatia
9119,8350,Vatia
9121,8401,Vatia
9123,8414,Vatia
9124,8385,Vatia
15935,8359,Vatia
15936,8388,Vatia
